epoch,loss,accuracy,val_loss,val_accuracy
0,9.457986831665039,0.25,13.095952033996582,0.1875
1,11.836727142333984,0.265625,13.095952033996582,0.1875
2,11.8367280960083,0.265625,13.095952033996582,0.1875
3,11.836727142333984,0.265625,13.095952033996582,0.1875
