epoch,loss,accuracy,val_loss,val_accuracy
0,0.71336829662323,0.6395833492279053,5.083529472351074,0.34166666865348816
1,0.16370269656181335,0.9416666626930237,3.1639254093170166,0.41333332657814026
2,0.07816243916749954,0.9737499952316284,2.7801589965820312,0.41499999165534973
3,0.04714636132121086,0.9833333492279053,4.366394996643066,0.5933333039283752
4,0.02408551052212715,0.9920833110809326,4.901331901550293,0.6583333611488342
5,0.05769571289420128,0.981249988079071,1.5250645875930786,0.6366666555404663
6,0.009451008401811123,0.9975000023841858,4.197422027587891,0.5699999928474426
7,0.017882835119962692,0.9945833086967468,0.14687256515026093,0.9466666579246521
8,0.021710792556405067,0.9912499785423279,0.8341332674026489,0.7866666913032532
9,0.006565705873072147,0.9979166388511658,2.14902400970459,0.6233333349227905
